user_id,cluster
0000348F61881026FE0036840F25309F,0
0000B0540F08BB99C22D22219A1B47A2,1
00028CD7D203AF88C4FE4D0A83A0016E,0
000343EFFAAF27FE66CAD41434814C71,1
00046AA87AAF8C9971F99597ED7D90DF,1
00050A1B07C0BD248726E0385D04D657,1
0005BB047145A248C3878E7E516A093D,1
0006506ECE84442A678FC8592E4C3EB4,0
0006AF38FDCBF38C2A5014B69F23C03A,3
0009514C53AB4B46CB54D47C48747559,0
000BAAE919BA2557AC8AD58A7276AA3A,1
000BAC3E23007010346E79B1ED5D25E2,1
000C1F225DAAEDE0DF4FCAED6DE7EF3C,0
000D8503D19B85B20D7884A3C3B114BD,3
000FA718C516FA03B3EC27652BA5DD73,1
0015AE689CD28553CB5FD29E394C7D11,0
00162AF5828E9DC44292C8AC9CF82D85,1
0017D39427FE74D9F9C614626D8FE94A,3
0018590FBC9209FB7A3F1E1469486289,0
001977B48BE36831271784088BEF4B84,1
00197C6E56EF66C2FEDC10ADA2C80449,0
001A7AE4375E43D5ED4FD247FD9C0577,1
001C3DB1F919774C8221D84DD7E5E791,3
0024D5C6AE3A14A6E58C13CF558F04AA,0
0024F28D708D34E566B92B6AFC7C37C6,0
0029F7BD0CD04787727AA93B9C980679,1
002A2B5D60C0854968191F12DFD0A222,0
002C54B04B5E0F8552691A67DC7C4229,3
0030D7B08A7823479B72A38745853C8C,0
0033C8183C1CD98B042A781C58BC706D,0
00344A0C6F8352EBCEE0961D2FD6001C,0
0036CD1D41364E716E264801B7BBD2CA,1
003945EF1BE2D66EE801A2F09DDF702C,3
003B1129BF88A463CEAE55D9F92B2F45,0
003D36430DEA26C19AA29DE22E90BC79,1
003D41F053AAD6E04B2DB740C855E044,0
004249BC1C5012600580B641795C749B,0
004347B5DA8327084ACBBF3EF1FAE907,0
00454FBA1FA7C6FE0920F9430999CCB2,0
004564EE01486EF9311157E481BFBEFE,1
00461BBFCA78688089EFBCBC4103DA79,0
0047D72187384C01011C4F32F6C6CE0F,1
0049B0699AA4C960F1CE4F3A14D11A4A,3
004A9B299275EB655EA48734EA3098D8,0
004E6FB5312635FDEF91D09158E23A4C,3
0050AE70E6B2B01E010ABBEAD2A97E72,1
0050DD840233290B13B42F5A3A1D433E,0
0053E02FCB41C7DAC43C94200DEFFAE3,1
00546BB3D290B8CAA9DAA6447742AAF8,0
0054AB18F0DBDEBE9877D0AEDA1EBFD4,1
0055100271C7AD493DDCADBCCF683337,1
00576E8A2623B6952FA78DA5C3522D78,3
005827219223C91C56553F7FB46D6C34,1
005AFE4441A8BD5FFB58B800C5A49D84,0
005BA677F7E36E52709C3C78F22A7856,1
005CBDDBB52E8280568F6C9553C13C59,0
005E4EB81B3DC17977801EDBD8C673EC,0
0061FF8DC7B67EF645987A0E268C6B3C,0
0065C511062B90BB19A8485948015941,1
0066E0D6FBF340A22549F79FF4D79BE9,1
0067B460E400EBF5268670638EF40809,3
0068BE0D51FEF87BA6C735002E1A194A,3
006944E291818393E0CD29A338AF71C1,0
006AE77B29F983C3C4A9C8AA12881C98,1
006EA7CDAAD40090C71C91C4FD87C1C6,1
00714E796D410DCDAAE1CE231D713072,3
007481C7AD3AAA214C84F12364CAE102,0
0074CB77737FDEF0DA492EBF152A5E42,3
0075DAF817BEE8AB06C59BC68AC16482,0
0077866E8EAE4CB327DE1389C729BE79,1
0077B56DAAA9CEEF005D711598383C79,0
007B757C147692F3918FAF90487E5C69,1
007BD9E1BBCE61C4343D2EDABDCD22B7,0
007CBD434C6C7D56DDBE33EB43BFCD88,1
007D99E3D7BA93DE387B8D551455C0BD,0
007EFF707C196C630768F634260049DA,1
007F99807A5404BF343035D4D9243B76,1
008078B294A4C975C965DAEB60D16DB6,3
00840E62B0B59165FBB6F9550CD6F6A5,3
0084166C195FE830351ED36AC8BE640A,1
00884D897DB55253569DB4ECA7B792A3,3
00886741F5710762EC05ABC902634496,3
008942A837E8177B70A1945B7B81E6E1,1
008A2337FF6E5AEBD492E9C999A919CD,1
008C2DE1EE91DF6D81568B6ABB628417,1
008C588B83075A85E0F04FF98845024E,0
008D13432807EAB3FA65215890BF90F3,0
00908E72AABD4F169BD51FC4DCC2DC2D,1
00924DFAB8383434114306B43EBD15D4,1
00927310676E5467FDCE8BF6E560938C,3
00928A00E9C0AFFC5208A93936B647DE,1
0092B2FACAA5A790811A6D6E1845BE6A,0
0097084261EE335B0381F7FB637F7D66,3
0099345F8EB4043A3C776D081C9F4DC2,1
00996F8141D2D0A18337F7C1D491C339,1
009A4C2847B003EB7B9CF4342ED5C0DF,1
009BBD97DA56A6CCDAB8A9470FB1C25D,3
009C186EDF28BF6ABF6952F7CB412FA8,1
00A3357DCDB0324439693158F97AB10A,0
00A49B0BFD7DD654D5084D493AD4FC0A,3
00A5B9EA7BDB095253DF483E6837DBFF,1
00A6999BFB9CBF0619DA034F4CE638A3,0
00A6D1669D681700BE84CEA52DBEB380,0
00AB3CE81F873440CE5E0AF6302EEEFE,1
00AB739B0E51E611B9A0D40B53A79D02,1
00B352059097510410EC7013356ECD11,0
00B42715BA5A72816049DE13A24CDEDE,1
00B4C99D7E6DFE2CCE43A716E0977265,0
00B52D5CE82B9DE2A9E86B86F110AF65,3
00B6CDAEBF9AF8391506D61662645D52,0
00B902FB5B6EBBB261A605504A73E046,3
00C2CAF21F3289F45165757829BCD7A1,0
00C54DAA44849D280B3A132075326FE7,1
00C5702F74541D668D146BA62B9764A1,1
00C934BAA12B463663DBBD747566F981,0
00CBAFA2A877C42936A2C504C86C34B4,0
00CDE45693BF62724B1D41D4D903E5DB,0
00D63DBB66DF12F41A43F708B84BAFF1,1
00DEDF34A03E67D9E324B7C0067A9158,0
00E3072926874E062597DD5FE8FDECDB,1
00E4DC08DF4C44E96790EE267EA28974,1
00ED3629DE183FFB5A2610A26FE37B1A,0
00EF7400CD0079DB7A9870F1DE0FE54C,1
00F18F8A0C31097451DE90C6B815AE2B,0
00F2010B2935B27B1D042C3DA25B21ED,1
00F22BEC3FF513C05DC5B4F906EFCED0,2
00F46BADFF57FC01C1ACCAF80F8E8113,0
00FA0A101969DCA139BA37BB30ACD3E8,0
00FB4DB76E1161973695E66458EAB74E,1
00FC8BFD479CF7B5D694156864F12EA0,0
00FF57CF4216214E9630445DD726AB93,3
01003007334258987DFEA08FAB24E904,1
0104825A235CFAB14D7C3B45777916FF,1
0104FEC7B6838C719145B995156A4D30,0
01052C24931228D7FC83E3862C2598B6,0
010610540DFA6FD936DB92329B8A3E15,1
010BB976532A8136F9F3488201E39613,1
010D2995D5480FB08C4745380B28086E,0
010E2BA6F2D68965F0200C4AD39F3952,1
0110B40E59D36BF8A544A62E42018FF6,0
0112941FF00DFB2E320CC798E6E790A7,0
01155373A7DA0FF1A7C863236F2EFC4C,1
0115AC546066D8D50D9D58A010418C02,1
0116363C2C598F99B3CB529C7B6318CB,1
01166156BF325FAE0768B75825E76300,1
0119801F0B493CF66EAB42505D931AC3,0
011E6A892305C9D387F0BD07F546557A,0
011FFD62FD65606E172535C6B0A0BF2C,0
0121C02E9C2C236FE934B507EBE0BC5B,1
01228FBAB4044E77448437C8B819EEC3,1
0123B2893B538C2A014ADCE823AD04C6,0
0125B3D62B4E7319B0BB99A6F7681A9F,3
012745E1F78CBBE9146A21BEB4E75214,0
012966998EC0D61BEEA47E94FA703D82,0
012A3DBEB2F2465FC7C728724133B75B,1
012AD669FAD01ECBB1787D4EE9C9AFEF,0
012BC31A7FD459F09D382889E843FAEB,1
012F4FD1A8407AB257C98FFF0ED7971F,3
01301504F102FA525A57DE04ECBFB897,0
01301B72B61FE2321FEF3A90136B385B,0
0132F0560E48E69B8D093171065FC684,0
013637BFF3BA2423D542594067425E96,0
013A820AC428D30594FB770F7418B148,0
013AE4ACC77852220633CA91B02D3510,1
013BAF3FF02039B1506B83F424286F5B,1
0140100F3E66483513A7C86CBA181A61,1
0142D64454A0BD12B62E796384E8F945,1
0144F7EE9EAFEE442821C0BE0F8CC1D3,3
014AEB946732FBDEBA26AA32739409F1,0
014C37D72C73F01E99462F0025D1B3F2,0
014C920C713D9164CB88DB27440C6052,1
015357026AC775653C296E5C76F1B047,0
01595E73F4220A8AA0F7A66EC181CEDC,0
015B33F4901D80A1415B0E89080A81E2,3
015C357B30B0C5BE2929B9FB6A419150,0
015C759C11713AC6DD16563BF17DF02C,3
015D44D175DAE970C80BCD6F5C4DCD18,1
015F1D4C0D4E1B7BD8E144CDAFBEAB86,0
015F37D69699993C56D27454A83104BF,0
016044E79D10F99CBE919DB357F277A1,0
01644361950B01BC3BEDADA7DE6300A1,1
01657F66FF97572F3644AE15A2FABA2C,0
0165B09BECF818EEB5D23696E5520AAC,3
01661DC137025E1FC44FBC00B8DD23BE,3
016A2C80A14ECEDF85ADBA82F4955C8A,1
016A9D6B6518EA0E980CE22E425D9581,1
016B703923922E775AAAFFE9DD4DD894,0
016B947D11911BAB329E5974C9038F38,3
016BBDF5AA193385DE3EE3DF6D5ECC02,0
016C8FDD62E7452140C8AFAAD652C0DE,0
0172E276111D8CF34A2B42037312F7E3,0
01795C17F095732E75C0D496686D3E51,1
01795D171CFCEB1EA3E79BA0463643D3,0
0179D12960F30A79AE5FF70A81709CDC,1
017DE67FE4A5B0B473640A16A310B80B,1
017E26EAAF1EE8CBA346143423771BAE,3
017FECF0F340FFC2F47D05CBDCC2DF98,0
0186BC3E803173077BC2CD44CBA17C07,1
0190003285C308D5942033E43406BA27,1
01906E8A43F855D472058C45E5B94D68,0
0190EA196F998FF74B1A95868AAD4F0E,3
01918B947AD300F537B7CA0952D4E682,3
01957DF571F329B571E9ED9BDFA427C7,1
0198591A04112437D87EBB285D99EBAC,1
01A0D8255000D183CA8529A64828AB4A,0
01A22B8242DD47012FE4189142F95FA4,3
01A2334F944C4839CC6A83FC9619CE9E,0
01A3E92992235DAC47936BE6FEC6C33F,1
01A3EE22BA7B4CEA50BA72D421CE4AE6,0
01A779AC85677AA6583CBCF5F8BF8E81,0
01A7D3CC85FA581F757985E633DBCAAC,1
01A88FD363994DD528A44F60629D410F,1
01AABA4D31B2AD37104C14FB26F111A1,0
01AB8C1B27C35879524C192EABF3E25A,1
01AC271DE1CD09995CAC147C97878A10,1
01AC4D793605611260D3B7BBDEF1183B,3
01ACBD8E75C0C27DD7C7AFD893EC695E,1
01AE0B65A2ADAC5D50AD8D8CF401283D,1
01AE5919ACB0AA365896BA6CE1FBB25E,3
01AE9B3DB5883DD1F06A2EF43F050B03,3
01AEE1F5629514CFF381F7D2333F79C3,1
01AF7366DCBF6592241BD272FA0901E1,1
01AFF316DBE5AB4A3430904BC7685ED0,1
01B10FA9822506B8E614768A302373C7,1
01B20356C43C0A9314EA7330EAA8E625,1
01B4733DD688FA093BF09E7C39C68EA7,1
01B4A7DDDCE964FC7B1AC6C687BF01D9,1
01BBF8389DAF23BAFD7D9E1F91236145,0
01BCD77A6498C214687AAC4CB1F37AFF,3
01BD71117A32D025888540351B469E19,3
01C3378C64F125D47C194C72D9200C47,1
01C539B3A986A57BA612785B5275AD1A,1
01C54A3753A14B211091714CBED5EDD8,0
01C54E45554D7A0BAE23C30090D75AD4,1
01CB200270502BAFDF8ACA2820B7F600,3
01CB6A70DBE6B836FC73F2BEE46AF904,0
01CC530945D639CB3B6B1BFF53223B80,0
01CF90EE7A50D56D847B1DDC523D703E,0
01CFA45F1308A80E78B7FE8A613537CB,0
01D0D15626B87842951157DA8C333BD2,1
01D12E6F8ECD03477A533A5E03010A1D,1
01D5FB9C308275193C7B185101C9E261,0
01D6DF00718AB3E7125799F158120876,3
01DCB0F8542440107E466FC10978F4A5,1
01DCCDF7B31DAC0080F401CD47EA0FC7,0
01E253AD102F7C346F781DC717BFA8EE,0
01E40B8F8F2BC8865C90689F2CF0B681,1
01E53975E3EFF2C8363487B720B5B0FD,1
01EB6935854BD02CA5EBDB1CCA737726,1
01ECF5B39405749FE8C70F2C63F60DA7,3
01EEA92194BF3884B012032FDE6F187A,1
01EF6EE1C185AF13A65D5B9DC64A3992,1
01F02759227BFDC2E4129677E147F479,3
