user_id,cluster
0000348F61881026FE0036840F25309F,0
0000B0540F08BB99C22D22219A1B47A2,0
00028CD7D203AF88C4FE4D0A83A0016E,0
000343EFFAAF27FE66CAD41434814C71,0
00046AA87AAF8C9971F99597ED7D90DF,0
00050A1B07C0BD248726E0385D04D657,0
0005BB047145A248C3878E7E516A093D,0
0006506ECE84442A678FC8592E4C3EB4,0
0006AF38FDCBF38C2A5014B69F23C03A,0
0009514C53AB4B46CB54D47C48747559,0
000BAAE919BA2557AC8AD58A7276AA3A,0
000BAC3E23007010346E79B1ED5D25E2,0
000C1F225DAAEDE0DF4FCAED6DE7EF3C,0
000D8503D19B85B20D7884A3C3B114BD,0
000FA718C516FA03B3EC27652BA5DD73,0
0015AE689CD28553CB5FD29E394C7D11,0
00162AF5828E9DC44292C8AC9CF82D85,0
0017D39427FE74D9F9C614626D8FE94A,0
0018590FBC9209FB7A3F1E1469486289,0
001977B48BE36831271784088BEF4B84,0
00197C6E56EF66C2FEDC10ADA2C80449,0
001A7AE4375E43D5ED4FD247FD9C0577,0
001C3DB1F919774C8221D84DD7E5E791,0
0024D5C6AE3A14A6E58C13CF558F04AA,0
0024F28D708D34E566B92B6AFC7C37C6,0
0029F7BD0CD04787727AA93B9C980679,0
002A2B5D60C0854968191F12DFD0A222,0
002C54B04B5E0F8552691A67DC7C4229,0
0030D7B08A7823479B72A38745853C8C,0
0033C8183C1CD98B042A781C58BC706D,0
00344A0C6F8352EBCEE0961D2FD6001C,0
0036CD1D41364E716E264801B7BBD2CA,0
003945EF1BE2D66EE801A2F09DDF702C,0
003B1129BF88A463CEAE55D9F92B2F45,0
003D36430DEA26C19AA29DE22E90BC79,0
003D41F053AAD6E04B2DB740C855E044,0
004249BC1C5012600580B641795C749B,0
004347B5DA8327084ACBBF3EF1FAE907,0
00454FBA1FA7C6FE0920F9430999CCB2,0
004564EE01486EF9311157E481BFBEFE,0
00461BBFCA78688089EFBCBC4103DA79,0
0047D72187384C01011C4F32F6C6CE0F,0
0049B0699AA4C960F1CE4F3A14D11A4A,0
004A9B299275EB655EA48734EA3098D8,0
004E6FB5312635FDEF91D09158E23A4C,0
0050AE70E6B2B01E010ABBEAD2A97E72,0
0050DD840233290B13B42F5A3A1D433E,0
0053E02FCB41C7DAC43C94200DEFFAE3,0
00546BB3D290B8CAA9DAA6447742AAF8,0
0054AB18F0DBDEBE9877D0AEDA1EBFD4,0
0055100271C7AD493DDCADBCCF683337,0
00576E8A2623B6952FA78DA5C3522D78,0
005827219223C91C56553F7FB46D6C34,0
005AFE4441A8BD5FFB58B800C5A49D84,0
005BA677F7E36E52709C3C78F22A7856,0
005CBDDBB52E8280568F6C9553C13C59,0
005E4EB81B3DC17977801EDBD8C673EC,0
0061FF8DC7B67EF645987A0E268C6B3C,0
0065C511062B90BB19A8485948015941,0
0066E0D6FBF340A22549F79FF4D79BE9,0
0067B460E400EBF5268670638EF40809,0
0068BE0D51FEF87BA6C735002E1A194A,0
006944E291818393E0CD29A338AF71C1,0
006AE77B29F983C3C4A9C8AA12881C98,0
006EA7CDAAD40090C71C91C4FD87C1C6,0
00714E796D410DCDAAE1CE231D713072,0
007481C7AD3AAA214C84F12364CAE102,0
0074CB77737FDEF0DA492EBF152A5E42,0
0075DAF817BEE8AB06C59BC68AC16482,0
0077866E8EAE4CB327DE1389C729BE79,0
0077B56DAAA9CEEF005D711598383C79,0
007B757C147692F3918FAF90487E5C69,0
007BD9E1BBCE61C4343D2EDABDCD22B7,0
007CBD434C6C7D56DDBE33EB43BFCD88,0
007D99E3D7BA93DE387B8D551455C0BD,0
007EFF707C196C630768F634260049DA,0
007F99807A5404BF343035D4D9243B76,0
008078B294A4C975C965DAEB60D16DB6,0
00840E62B0B59165FBB6F9550CD6F6A5,0
0084166C195FE830351ED36AC8BE640A,0
00884D897DB55253569DB4ECA7B792A3,0
00886741F5710762EC05ABC902634496,0
008942A837E8177B70A1945B7B81E6E1,0
008A2337FF6E5AEBD492E9C999A919CD,0
008C2DE1EE91DF6D81568B6ABB628417,0
008C588B83075A85E0F04FF98845024E,0
008D13432807EAB3FA65215890BF90F3,0
00908E72AABD4F169BD51FC4DCC2DC2D,0
00924DFAB8383434114306B43EBD15D4,0
00927310676E5467FDCE8BF6E560938C,0
00928A00E9C0AFFC5208A93936B647DE,0
0092B2FACAA5A790811A6D6E1845BE6A,0
0097084261EE335B0381F7FB637F7D66,0
0099345F8EB4043A3C776D081C9F4DC2,0
00996F8141D2D0A18337F7C1D491C339,0
009A4C2847B003EB7B9CF4342ED5C0DF,0
009BBD97DA56A6CCDAB8A9470FB1C25D,0
009C186EDF28BF6ABF6952F7CB412FA8,0
00A3357DCDB0324439693158F97AB10A,0
00A49B0BFD7DD654D5084D493AD4FC0A,0
00A5B9EA7BDB095253DF483E6837DBFF,0
00A6999BFB9CBF0619DA034F4CE638A3,0
00A6D1669D681700BE84CEA52DBEB380,0
00AB3CE81F873440CE5E0AF6302EEEFE,0
00AB739B0E51E611B9A0D40B53A79D02,0
00B352059097510410EC7013356ECD11,0
00B42715BA5A72816049DE13A24CDEDE,0
00B4C99D7E6DFE2CCE43A716E0977265,0
00B52D5CE82B9DE2A9E86B86F110AF65,0
00B6CDAEBF9AF8391506D61662645D52,0
00B902FB5B6EBBB261A605504A73E046,0
00C2CAF21F3289F45165757829BCD7A1,0
00C54DAA44849D280B3A132075326FE7,0
00C5702F74541D668D146BA62B9764A1,0
00C934BAA12B463663DBBD747566F981,0
00CBAFA2A877C42936A2C504C86C34B4,0
00CDE45693BF62724B1D41D4D903E5DB,0
00D63DBB66DF12F41A43F708B84BAFF1,0
00DEDF34A03E67D9E324B7C0067A9158,0
00E3072926874E062597DD5FE8FDECDB,0
00E4DC08DF4C44E96790EE267EA28974,0
00ED3629DE183FFB5A2610A26FE37B1A,0
00EF7400CD0079DB7A9870F1DE0FE54C,0
00F18F8A0C31097451DE90C6B815AE2B,0
00F2010B2935B27B1D042C3DA25B21ED,0
00F22BEC3FF513C05DC5B4F906EFCED0,1
00F46BADFF57FC01C1ACCAF80F8E8113,0
00FA0A101969DCA139BA37BB30ACD3E8,0
00FB4DB76E1161973695E66458EAB74E,0
00FC8BFD479CF7B5D694156864F12EA0,0
00FF57CF4216214E9630445DD726AB93,0
01003007334258987DFEA08FAB24E904,0
0104825A235CFAB14D7C3B45777916FF,0
0104FEC7B6838C719145B995156A4D30,0
01052C24931228D7FC83E3862C2598B6,0
010610540DFA6FD936DB92329B8A3E15,0
010BB976532A8136F9F3488201E39613,0
010D2995D5480FB08C4745380B28086E,0
010E2BA6F2D68965F0200C4AD39F3952,0
0110B40E59D36BF8A544A62E42018FF6,0
0112941FF00DFB2E320CC798E6E790A7,0
01155373A7DA0FF1A7C863236F2EFC4C,0
0115AC546066D8D50D9D58A010418C02,0
0116363C2C598F99B3CB529C7B6318CB,0
01166156BF325FAE0768B75825E76300,0
0119801F0B493CF66EAB42505D931AC3,0
011E6A892305C9D387F0BD07F546557A,0
011FFD62FD65606E172535C6B0A0BF2C,0
0121C02E9C2C236FE934B507EBE0BC5B,0
01228FBAB4044E77448437C8B819EEC3,0
0123B2893B538C2A014ADCE823AD04C6,0
0125B3D62B4E7319B0BB99A6F7681A9F,0
012745E1F78CBBE9146A21BEB4E75214,0
012966998EC0D61BEEA47E94FA703D82,0
